iter	Passed	Remaining
401	104860	155985
402	105110	155710
403	105360	155432
404	105574	155103
405	105815	154813
406	106068	154541
407	106314	154259
408	106561	153980
409	106817	153712
410	107079	153455
411	107330	153180
412	107558	152873
413	107811	152602
414	108031	152285
415	108281	152009
416	108538	151746
417	108769	151444
418	109020	151171
419	109278	150908
420	109520	150623
421	109762	150338
422	110016	150069
423	110273	149805
424	110515	149521
425	110759	149239
426	111012	148970
427	111277	148716
428	111553	148478
429	111789	148186
430	112052	147930
431	112304	147659
432	112542	147371
433	112799	147106
434	113037	146819
435	113285	146543
436	113536	146272
437	113790	146005
438	114035	145726
439	114249	145409
440	114500	145137
441	114712	144818
442	114962	144546
443	115217	144281
444	115459	144000
445	115710	143730
446	115995	143502
447	116237	143220
448	116484	142947
449	116692	142624
450	116939	142349
451	117195	142086
452	117431	141799
453	117702	141553
454	117949	141280
455	118197	141007
456	118434	140722
457	118688	140457
458	118921	140166
459	119162	139886
460	119423	139629
461	119657	139341
462	119904	139068
463	120149	138793
464	120415	138542
465	120656	138262
466	120884	137969
467	121135	137700
468	121392	137440
469	121642	137171
470	121888	136897
471	122139	136630
472	122410	136386
473	122639	136093
474	122892	135828
475	123145	135564
476	123393	135292
477	123667	135050
478	123910	134775
479	124176	134524
480	124418	134247
481	124706	134020
482	124973	133770
483	125233	133512
484	125522	133286
485	125761	133006
486	125981	132706
487	126242	132451
488	126497	132188
489	126732	131905
490	126989	131645
491	127250	131388
492	127503	131124
493	127749	130852
494	127986	130572
495	128239	130307
496	128498	130050
497	128758	129792
498	129013	129530
499	129280	129280
500	129532	129015
501	129800	128765
502	130045	128494
503	130299	128231
504	130591	128005
505	130852	127749
506	131073	127454
507	131327	127191
508	131615	126961
509	131880	126708
510	132145	126456
511	132370	126165
512	132620	125899
513	132866	125628
514	133122	125367
515	133383	125111
516	133671	124881
517	133934	124626
518	134176	124352
519	134445	124103
520	134686	123828
521	134960	123584
522	135186	123296
523	135443	123036
524	135687	122764
525	135929	122492
526	136179	122225
527	136417	121949
528	136648	121666
529	136889	121392
530	137138	121125
531	137387	120860
532	137628	120585
533	137855	120300
534	138111	120040
535	138370	119783
536	138603	119503
537	138883	119264
538	139137	119002
539	139357	118712
540	139607	118446
541	139859	118183
542	140109	117918
543	140353	117649
544	140619	117397
545	140872	117136
546	141119	116868
547	141363	116599
548	141639	116356
549	141900	116100
550	142135	115823
551	142363	115541
552	142617	115280
553	142865	115014
554	143108	114744
555	143338	114464
556	143597	114207
557	143851	113946
558	144116	113694
559	144364	113428
560	144617	113167
561	144896	112926
562	145154	112668
563	145412	112411
564	145664	112148
565	145929	111896
566	146201	111649
567	146447	111382
568	146700	111121
569	146963	110867
570	147202	110595
571	147447	110327
572	147721	110082
573	147977	109822
574	148227	109559
575	148506	109317
576	148752	109050
577	148992	108779
578	149248	108521
579	149509	108265
580	149753	107997
581	150019	107745
582	150290	107497
583	150550	107241
584	150808	106984
585	151053	106716
586	151305	106454
587	151554	106191
588	151796	105922
589	152047	105659
590	152259	105370
591	152499	105101
592	152747	104837
593	152989	104568
594	153249	104312
595	153494	104046
596	153738	103780
597	153994	103521
598	154262	103270
599	154513	103008
600	154763	102746
601	154985	102465
602	155258	102218
603	155497	101948
604	155758	101693
605	155989	101419
606	156233	101152
607	156466	100879
608	156719	100619
609	156959	100351
610	157200	100083
611	157483	99842
612	157759	99597
613	158020	99342
614	158252	99068
615	158491	98799
616	158704	98515
617	158947	98249
618	159171	97971
619	159437	97719
620	159657	97439
621	159926	97189
622	160188	96936
623	160445	96678
624	160707	96424
625	160952	96160
626	161193	95893
627	161449	95635
628	161691	95369
629	161935	95105
630	162171	94835
631	162432	94581
632	162678	94317
633	162921	94052
634	163212	93815
635	163473	93560
636	163730	93303
637	163977	93040
638	164238	92785
639	164490	92525
640	164752	92271
641	164992	92005
642	165238	91741
643	165496	91485
644	165757	91231
645	165986	90958
646	166242	90701
647	166496	90442
648	166741	90178
649	166976	89910
650	167246	89660
651	167501	89402
652	167769	89151
653	168001	88881
654	168251	88621
655	168498	88358
656	168790	88120
657	169053	87866
658	169308	87608
659	169555	87346
660	169800	87083
661	170064	86830
662	170329	86577
663	170582	86318
664	170828	86056
665	171076	85795
666	171328	85535
667	171572	85272
668	171816	85009
669	172070	84751
670	172342	84501
671	172576	84233
672	172807	83964
673	173058	83704
674	173323	83451
675	173579	83194
676	173829	82934
677	174085	82677
678	174300	82401
679	174552	82142
680	174815	81888
681	175027	81611
682	175261	81344
683	175528	81092
684	175814	80848
685	176080	80596
686	176310	80327
687	176563	80069
688	176776	79793
689	177011	79526
690	177247	79261
691	177507	79006
692	177773	78753
693	178011	78489
694	178259	78229
695	178498	77964
696	178755	77708
697	179008	77450
698	179256	77190
699	179507	76931
700	179756	76672
701	180033	76424
702	180283	76165
703	180536	75907
704	180786	75648
705	181034	75388
706	181279	75126
707	181535	74870
708	181769	74604
709	182016	74344
710	182279	74091
711	182552	73841
712	182805	73583
713	183061	73327
714	183322	73072
715	183569	72812
716	183807	72548
717	184074	72296
718	184334	72041
719	184568	71776
720	184806	71513
721	185053	71253
722	185296	70991
723	185549	70734
724	185787	70471
725	186037	70212
726	186279	69950
727	186540	69696
728	186832	69453
729	187093	69198
730	187355	68944
731	187602	68685
732	187853	68426
733	188095	68165
734	188350	67908
735	188593	67647
736	188869	67398
737	189126	67142
738	189362	66879
739	189598	66615
740	189844	66355
741	190113	66104
742	190360	65844
743	190614	65587
744	190893	65339
745	191141	65080
746	191384	64819
747	191630	64559
748	191893	64306
749	192148	64049
750	192407	63794
751	192654	63535
752	192897	63274
753	193121	63007
754	193372	62749
755	193609	62487
756	193868	62232
757	194134	61979
758	194353	61711
759	194600	61452
760	194848	61194
761	195104	60938
762	195357	60681
763	195621	60427
764	195871	60169
765	196116	59910
766	196358	59649
767	196604	59390
768	196861	59135
769	197098	58873
770	197351	58616
771	197646	58372
772	197898	58114
773	198154	57859
774	198389	57597
775	198642	57340
776	198904	57085
777	199156	56828
778	199398	56568
779	199660	56314
780	199911	56057
781	200188	55806
782	200464	55556
783	200719	55300
784	200974	55043
785	201237	54789
786	201488	54532
787	201748	54277
788	202002	54021
789	202248	53762
790	202491	53502
791	202747	53246
792	203016	52994
793	203285	52741
794	203478	52469
795	203754	52218
796	204016	51964
797	204261	51705
798	204519	51449
799	204791	51197
800	205061	50945
801	205319	50689
802	205562	50430
803	205806	50171
804	206058	49914
805	206315	49659
806	206577	49404
807	206836	49149
808	207074	48888
809	207347	48637
810	207633	48388
811	207889	48132
812	208142	47875
813	208417	47623
814	208655	47363
815	208910	47107
816	209148	46847
817	209408	46592
818	209659	46335
819	209914	46078
820	210172	45823
821	210429	45567
822	210682	45310
823	210935	45054
824	211210	44802
825	211457	44544
826	211731	44292
827	211986	44035
828	212236	43778
829	212486	43521
830	212749	43266
831	212985	43006
832	213238	42750
833	213512	42497
834	213769	42241
835	214032	41987
836	214291	41731
837	214545	41475
838	214793	41217
839	215041	40960
840	215257	40696
841	215528	40443
842	215769	40184
843	216025	39928
844	216284	39673
845	216521	39414
846	216770	39156
847	217025	38900
848	217251	38639
849	217499	38382
850	217731	38122
851	217991	37867
852	218233	37608
853	218485	37352
854	218720	37093
855	218982	36838
856	219234	36581
857	219484	36325
858	219723	36066
859	219980	35810
860	220234	35554
861	220495	35299
862	220756	35044
863	221024	34790
864	221280	34535
865	221569	34284
866	221814	34026
867	222085	33773
868	222378	33523
869	222659	33270
870	222943	33019
871	223193	32762
872	223447	32506
873	223738	32255
874	224000	32000
875	224252	31743
876	224502	31486
877	224805	31237
878	225057	30980
879	225325	30726
880	225607	30473
881	225870	30218
882	226133	29963
883	226390	29707
884	226616	29447
885	226854	29189
886	227102	28931
887	227373	28677
888	227628	28421
889	227904	28167
890	228180	27914
891	228445	27659
892	228700	27403
893	228978	27149
894	229268	26897
895	229545	26643
896	229795	26386
897	230085	26134
898	230343	25878
899	230614	25623
900	230869	25367
901	231138	25112
902	231414	24858
903	231667	24601
904	231916	24344
905	232182	24089
906	232433	23832
907	232693	23576
908	232941	23319
909	233202	23063
910	233449	22806
911	233705	22550
912	233954	22293
913	234222	22038
914	234470	21781
915	234728	21525
916	234961	21266
917	235212	21010
918	235454	20752
919	235703	20495
920	235977	20241
921	236236	19985
922	236463	19726
923	236733	19471
924	236992	19215
925	237227	18957
926	237469	18700
927	237745	18445
928	237973	18187
929	238223	17930
930	238467	17673
931	238745	17419
932	239014	17163
933	239272	16907
934	239529	16651
935	239760	16393
936	239998	16136
937	240246	15879
938	240492	15623
939	240730	15365
940	240973	15108
941	241225	14852
942	241488	14596
943	241687	14337
944	241910	14079
945	242169	13823
946	242439	13568
947	242697	13312
948	242942	13055
949	243195	12799
950	243442	12543
951	243692	12286
952	243953	12031
953	244199	11774
954	244457	11518
955	244701	11262
956	244948	11006
957	245193	10749
958	245434	10493
959	245694	10237
960	245969	9982
961	246233	9726
962	246481	9470
963	246763	9215
964	247014	8959
965	247259	8702
966	247561	8448
967	247809	8192
968	248060	7935
969	248320	7680
970	248554	7423
971	248792	7166
972	249046	6910
973	249301	6654
974	249545	6398
975	249802	6142
976	250045	5886
977	250306	5630
978	250566	5374
979	250813	5118
980	251073	4862
981	251325	4606
982	251580	4350
983	251834	4094
984	252020	3837
985	252269	3581
986	252511	3325
987	252777	3070
988	253000	2813
989	253233	2557
990	253459	2301
991	253699	2045
992	253940	1790
993	254191	1534
994	254454	1278
995	254724	1022
996	254986	767
997	255220	511
998	255485	255
999	255724	0
