iter	Logloss
241	0.2441515771
242	0.2441239551
243	0.2441015574
244	0.2440559112
245	0.2440249397
246	0.2440117075
247	0.2439812795
248	0.2439724527
249	0.243952966
250	0.2439254482
251	0.2438878649
252	0.2438816832
253	0.2438735738
254	0.2438515868
255	0.243833232
256	0.2438066586
257	0.2437777644
258	0.2437544712
259	0.2437328807
260	0.2437105853
261	0.2436803641
262	0.2436703693
263	0.2436634925
264	0.2436306601
265	0.2436096097
266	0.2435820164
267	0.2435558006
268	0.2435353598
269	0.2434620495
270	0.243426552
271	0.2434025954
272	0.2433828782
273	0.2433752622
274	0.2433521436
275	0.2433173709
276	0.2432970499
277	0.2432917586
278	0.2432659185
279	0.2432645386
280	0.2432520787
281	0.2432424117
282	0.2432313484
283	0.2431301843
284	0.2431096172
285	0.2430866066
286	0.2430762489
287	0.2430555755
288	0.2430344021
289	0.2430209952
290	0.2430074972
291	0.2430028862
292	0.2429808051
293	0.2429609067
294	0.2429264183
295	0.2429120328
296	0.2428739471
297	0.2428481446
298	0.2428336629
299	0.2428119608
300	0.242797281
301	0.2427751478
302	0.2427420503
303	0.2427307521
304	0.2427135724
305	0.2426872064
306	0.242657995
307	0.2426341702
308	0.2426141267
309	0.242596873
310	0.2425848216
311	0.2425772835
312	0.2425684918
313	0.2425369684
314	0.2425205598
315	0.2425096179
316	0.2424623726
317	0.242423059
318	0.2423966734
319	0.242358962
320	0.2423375817
321	0.2423238891
322	0.2423057142
323	0.2422711047
324	0.2422185081
325	0.2422106024
326	0.242189564
327	0.2421824268
328	0.2421699239
329	0.2421511928
330	0.2421377174
331	0.2421208348
332	0.242114878
333	0.2421079272
334	0.2420882216
335	0.2420648029
336	0.2420535222
337	0.2420360463
338	0.2420169302
339	0.2420099847
340	0.2419862253
341	0.2419844035
342	0.2419678633
343	0.2419454441
344	0.2419337735
345	0.2419208785
346	0.2419053667
347	0.2418846481
348	0.2418551285
349	0.2418321383
350	0.2418178939
351	0.2418176316
352	0.2418023006
353	0.241790433
354	0.2417693625
355	0.2417499297
356	0.2417422011
357	0.2417291304
358	0.2417123844
359	0.2417069169
360	0.2416869734
361	0.2416593264
362	0.2416371712
363	0.2416081592
364	0.2415949638
365	0.2415773388
366	0.2415667361
367	0.2415457191
368	0.2415353847
369	0.2415118789
370	0.2414981206
371	0.2414777448
372	0.2414635825
373	0.241439327
374	0.2414260453
375	0.2414223617
376	0.2414076133
377	0.2413984823
378	0.2413815426
379	0.241365676
380	0.2413417034
381	0.2413301218
382	0.2413131884
383	0.2413000662
384	0.2412908871
385	0.2412684855
386	0.2412474983
387	0.2412325018
388	0.2412176825
389	0.2411997332
390	0.2411797367
391	0.2411548128
392	0.241132251
393	0.2411176437
394	0.2410794321
395	0.2410722397
396	0.2410486805
397	0.2410289996
398	0.241006502
399	0.2409996689
400	0.2409877289
401	0.2409662956
402	0.2409481121
403	0.2409274499
404	0.2409234631
405	0.2409192524
406	0.2409007089
407	0.2408812181
408	0.2408572932
409	0.2408394942
410	0.2408243538
411	0.2408013434
412	0.2407844139
413	0.2407693918
414	0.2407487474
415	0.2407304359
416	0.2407134551
417	0.2407110699
418	0.2406866985
419	0.240675597
420	0.2406598716
421	0.2406356772
422	0.2406116008
423	0.2405936384
424	0.2405878507
425	0.2405703677
426	0.2405605882
427	0.2405422963
428	0.2405321242
429	0.240482648
430	0.2404680179
431	0.2404544891
432	0.2404364068
433	0.2404177397
434	0.2403867832
435	0.2403723118
436	0.2403571347
437	0.2403410211
438	0.2403126395
439	0.2403069766
440	0.2402806459
441	0.2402569495
442	0.2402461764
443	0.2402355837
444	0.2401903761
445	0.2401676539
446	0.2401570629
447	0.2401399943
448	0.2401275839
449	0.2401245323
450	0.2400971433
451	0.2400917517
452	0.2400848001
453	0.2400771874
454	0.240056695
455	0.2400483202
456	0.2400270421
457	0.2399946611
458	0.2399946188
459	0.2399711467
460	0.2399515205
461	0.2399209565
462	0.2399098199
463	0.2398930519
464	0.2398875081
465	0.2398601895
466	0.2398379328
467	0.239816453
468	0.2398052705
469	0.2397965719
470	0.2397866291
471	0.2397698612
472	0.239764042
473	0.2397379733
474	0.2397122491
475	0.2396987434
476	0.2396819526
477	0.2396706461
478	0.23964222
479	0.2396296461
480	0.2396092417
481	0.2395996416
482	0.2395793846
483	0.2395619403
484	0.2395506046
485	0.2395370605
486	0.2395168062
487	0.2395088285
488	0.2394954601
489	0.2394770754
490	0.2394663656
491	0.2394543978
492	0.2394429759
493	0.239429764
494	0.2394101288
495	0.2393899955
496	0.2393811396
497	0.239369396
498	0.2393519997
499	0.2393360217
500	0.2393202818
501	0.2393007614
502	0.2392956092
503	0.2392859065
504	0.2392810667
505	0.2392635412
506	0.2392634272
507	0.2392468312
508	0.2392445003
509	0.2392303129
510	0.2392220244
511	0.2392172712
512	0.2391920681
513	0.2391736478
514	0.2391528195
515	0.2391433046
516	0.2391388239
517	0.2391343475
518	0.2391176844
519	0.2391012146
520	0.239082953
521	0.2390743288
522	0.2390725313
523	0.239057439
524	0.2390344636
525	0.2390172905
526	0.239001131
527	0.2389855453
528	0.238962932
529	0.2389442266
530	0.2389194185
531	0.2388993438
532	0.2388842029
533	0.2388767042
534	0.2388460994
535	0.2388325368
536	0.2388247425
537	0.2388132991
538	0.2387961673
539	0.2387729414
540	0.2387572336
541	0.2387416269
542	0.2387231548
543	0.2387122758
544	0.2387089933
545	0.2386900299
546	0.2386702568
547	0.2386516489
548	0.2386412335
549	0.2386299567
550	0.2386196805
551	0.2386032954
552	0.2385812653
553	0.2385635402
554	0.2385609301
555	0.238546374
556	0.2385307633
557	0.2385138069
558	0.2385017082
559	0.2384911592
560	0.2384730759
561	0.238469084
562	0.2384554631
563	0.2384388393
564	0.2384212099
565	0.2384151924
566	0.2383998784
567	0.2383763216
568	0.2383580861
569	0.2383434577
570	0.238326038
571	0.2383050086
572	0.2382940096
573	0.2382786396
574	0.2382645289
575	0.238258849
576	0.238238729
577	0.2382261643
578	0.2382186736
579	0.2382038591
580	0.2381870582
581	0.2381732938
582	0.2381476144
583	0.2381298768
584	0.2381169342
585	0.2380935505
586	0.2380878926
587	0.2380743693
588	0.2380554189
589	0.2380468767
590	0.2380306458
591	0.2380133431
592	0.2380063248
593	0.2380024599
594	0.237990091
595	0.2379806454
596	0.2379602244
597	0.2379516758
598	0.2379473515
599	0.2379391689
600	0.2379296073
601	0.2379270328
602	0.2379052266
603	0.2378943447
604	0.2378785211
605	0.2378646163
606	0.2378463295
607	0.2378452457
608	0.2378441267
609	0.2378195934
610	0.2377858329
611	0.2377689735
612	0.2377629459
613	0.2377579592
614	0.2377397877
615	0.2377251518
616	0.2377212487
617	0.2377126162
618	0.2377101119
619	0.2376935006
620	0.237684803
621	0.2376727525
622	0.2376613576
623	0.2376435152
624	0.2376207949
625	0.2376007143
626	0.2375827104
627	0.2375667686
628	0.2375517466
629	0.2375295931
630	0.2375169892
631	0.2375043747
632	0.2374978808
633	0.2374745327
634	0.2374685284
635	0.2374619921
636	0.237458845
637	0.2374468424
638	0.2374365964
639	0.2374225416
640	0.2374076214
641	0.2373900066
642	0.2373746797
643	0.2373498369
644	0.2373454241
645	0.2373435339
646	0.2373269672
647	0.2373151
648	0.2373044478
649	0.2372861186
650	0.2372684239
651	0.2372538383
652	0.2372480056
653	0.2372333757
654	0.237220809
655	0.2372035532
656	0.2371989741
657	0.2371746371
658	0.2371583569
659	0.2371447264
660	0.237128558
661	0.2371102066
662	0.2371030371
663	0.2370822048
664	0.2370636324
665	0.2370559683
666	0.2370397975
667	0.2370335498
668	0.2370118257
669	0.2369981067
670	0.2369845736
671	0.2369834458
672	0.2369701573
673	0.2369402628
674	0.2369343552
675	0.2369314107
676	0.2369252689
677	0.2369083084
678	0.2369068819
679	0.2368893828
680	0.2368774783
681	0.2368620967
682	0.2368531625
683	0.2368358363
684	0.2368261631
685	0.2368131389
686	0.2367967986
687	0.2367878898
688	0.2367878112
689	0.2367825336
690	0.2367669668
691	0.2367571236
692	0.2367412838
693	0.2367342339
694	0.2367176955
695	0.2367046925
696	0.2366843333
697	0.2366747007
698	0.2366604541
699	0.2366467673
700	0.2366237019
701	0.236606308
702	0.2365883347
703	0.2365712271
704	0.2365631612
705	0.2365538263
706	0.2365493105
707	0.2365417803
708	0.2365196308
709	0.2365134769
710	0.2365050351
711	0.2364882864
712	0.2364700732
713	0.2364513474
714	0.2364324671
715	0.2364070774
716	0.2363946504
717	0.2363819075
718	0.2363713302
719	0.2363677299
720	0.2363608331
721	0.2363514389
722	0.2363398364
723	0.2363331508
724	0.236328434
725	0.2363231741
726	0.2363054218
727	0.2362934394
728	0.2362902613
729	0.2362697084
730	0.2362672941
731	0.2362569574
732	0.2362457431
733	0.2362264328
734	0.2362110089
735	0.236195376
736	0.2361828997
737	0.2361738344
738	0.2361722456
739	0.2361535245
740	0.2361411868
741	0.236135334
742	0.2361245107
743	0.2361139109
744	0.2361063125
745	0.2360870277
746	0.236077774
747	0.2360685651
748	0.2360669378
749	0.2360548888
750	0.2360479368
751	0.236045937
752	0.2360390744
753	0.2360223976
754	0.2360166167
755	0.236000474
756	0.2359900671
757	0.2359861776
758	0.2359760196
759	0.2359665059
760	0.2359641406
761	0.2359601751
762	0.2359495425
763	0.2359393995
764	0.2359261925
765	0.2359142863
766	0.2359105629
767	0.2359058497
768	0.2358926773
769	0.2358787302
770	0.2358652821
771	0.2358584509
772	0.2358460991
773	0.2358335943
774	0.2358212413
775	0.2358065566
776	0.2358022438
777	0.2357908518
778	0.235781998
779	0.2357595832
780	0.2357570165
781	0.235748321
782	0.2357403738
783	0.2357296491
784	0.2357157644
785	0.2357131554
786	0.2357033782
787	0.235687571
788	0.2356783545
789	0.2356633453
790	0.2356496676
791	0.2356414549
792	0.2356354334
793	0.235630623
794	0.2356217244
795	0.2356190618
796	0.2356044474
797	0.2355943481
798	0.2355914974
799	0.2355760837
800	0.2355641618
801	0.2355537729
802	0.2355403709
803	0.2355232072
804	0.235508837
805	0.235494527
806	0.2354826762
807	0.2354690146
808	0.235466083
809	0.2354380616
810	0.2354233088
811	0.2354233023
812	0.2354150893
813	0.2354039986
814	0.2353917091
815	0.2353861617
816	0.2353684583
817	0.2353563595
818	0.2353443182
819	0.2353337269
820	0.2353224311
821	0.2353141769
822	0.2353117479
823	0.235307923
824	0.2353015897
825	0.2352960024
826	0.2352890499
827	0.2352786282
828	0.2352712966
829	0.2352654211
830	0.2352516326
831	0.2352330421
832	0.2352055905
833	0.2351903308
834	0.2351852161
835	0.2351640548
836	0.2351462857
837	0.2351296253
838	0.2351254016
839	0.2351116101
840	0.2351104503
841	0.2351056359
842	0.2350830429
843	0.2350586565
844	0.2350469523
845	0.2350292794
846	0.2350218902
847	0.2350046643
848	0.2349865782
849	0.2349782583
850	0.2349641082
851	0.2349515839
852	0.2349430664
853	0.2349344941
854	0.2349225144
855	0.2349149028
856	0.2348965095
857	0.2348794603
858	0.2348779391
859	0.2348641167
860	0.2348444459
861	0.2348294258
862	0.234823633
863	0.2348079658
864	0.2347973917
865	0.2347919889
866	0.2347735026
867	0.2347632495
868	0.2347595259
869	0.2347424202
870	0.2347325005
871	0.2347180352
872	0.2347041567
873	0.2346954353
874	0.2346792165
875	0.2346687588
876	0.234656028
877	0.2346504348
878	0.2346416187
879	0.234633654
880	0.2346227576
881	0.2346079838
882	0.2346006097
883	0.2345835617
884	0.2345835173
885	0.2345715256
886	0.234571478
887	0.2345621284
888	0.2345463959
889	0.2345407167
890	0.2345284863
891	0.2345207095
892	0.2345085684
893	0.2344904707
894	0.2344861306
895	0.2344671286
896	0.2344508975
897	0.2344474936
898	0.2344399095
899	0.2344245624
900	0.2344148113
901	0.2344115752
902	0.2344071773
903	0.2343939382
904	0.2343803306
905	0.2343747322
906	0.2343633638
907	0.2343568534
908	0.2343458711
909	0.2343342179
910	0.234320554
911	0.2343100683
912	0.2343032792
913	0.2342936982
914	0.234291205
915	0.2342709778
916	0.2342557375
917	0.2342456714
918	0.2342296532
919	0.2342141201
920	0.2342063832
921	0.2341978024
922	0.2341865275
923	0.2341799316
924	0.2341654359
925	0.2341517987
926	0.2341345195
927	0.2341244492
928	0.2341226117
929	0.2341092137
930	0.234105825
931	0.2340962016
932	0.2340832169
933	0.2340764315
934	0.2340573772
935	0.2340567836
936	0.2340543712
937	0.2340363008
938	0.2340273947
939	0.2340231321
940	0.2340117459
941	0.2340055924
942	0.2340025342
943	0.2340025337
944	0.2339975513
945	0.2339913763
946	0.2339754294
947	0.2339687564
948	0.2339507317
949	0.2339434299
950	0.2339296868
951	0.2339147729
952	0.2339081539
953	0.2338895236
954	0.2338784322
955	0.2338623511
956	0.2338505268
957	0.2338347146
958	0.2338216438
959	0.2338084308
960	0.2337960529
961	0.2337834681
962	0.2337661812
963	0.233764095
964	0.2337563936
965	0.2337387782
966	0.2337244947
967	0.2337188245
968	0.2337020167
969	0.2336876353
970	0.2336826264
971	0.2336759025
972	0.2336720772
973	0.2336690374
974	0.2336547793
975	0.2336394328
976	0.2336255776
977	0.2336111122
978	0.2335963707
979	0.2335807034
980	0.2335693136
981	0.2335600886
982	0.2335477777
983	0.2335356523
984	0.2335355777
985	0.2335345984
986	0.2335213837
987	0.2335059805
988	0.2334959974
989	0.2334804218
990	0.2334701361
991	0.2334526336
992	0.2334365631
993	0.233420774
994	0.233411593
995	0.2333992249
996	0.2333912841
997	0.2333868693
998	0.2333722405
999	0.2333706615
